epoch,accuracy,learning_rate,loss,pr_auc,precision,recall,roc_auc,val_accuracy,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc
0,0.9242765307426453,0.0010000000474974513,0.15887537598609924,0.8038308620452881,0.18296602368354797,0.9533492922782898,0.9865209460258484,0.9692867398262024,0.14208585023880005,0.4745257496833801,0.9411764740943909,0.41683366894721985,0.6827447414398193
1,0.9936020374298096,0.0010000000474974513,0.0231776125729084,0.9372849464416504,0.7345678806304932,0.9964115023612976,0.9991924166679382,0.970903217792511,0.19605043530464172,0.5081084966659546,0.9730941653251648,0.4348697364330292,0.716310441493988
2,0.9967589378356934,0.0010000000474974513,0.0183457862585783,0.9664194583892822,0.8472505211830139,0.9952152967453003,0.998829185962677,0.9704990983009338,0.23309598863124847,0.5086820125579834,0.9641255736351013,0.4308617115020752,0.7273527383804321
3,0.9930127263069153,0.0010000000474974513,0.02438223920762539,0.9690935611724854,0.7176165580749512,0.9940191507339478,0.9981851577758789,0.970196008682251,0.23460502922534943,0.5112656950950623,0.9285714030265808,0.44288578629493713,0.7290325164794922
4,0.9993475675582886,0.0010000000474974513,0.003364244010299444,0.986377477645874,0.964244544506073,1.0,0.9998752474784851,0.9700949788093567,0.25477904081344604,0.5142268538475037,0.9282700419425964,0.44088175892829895,0.7297166585922241
5,0.9969062209129333,0.0010000000474974513,0.010007258504629135,0.9343449473381042,0.8511722683906555,0.9988038539886475,0.9993593692779541,0.9702970385551453,0.2739468812942505,0.49358677864074707,0.9723502397537231,0.4228456914424896,0.716577410697937
6,0.9887824654579163,0.0010000000474974513,0.027357973158359528,0.9087143540382385,0.6111518740653992,0.9964115023612976,0.998282253742218,0.9707011580467224,0.2861476242542267,0.5004745721817017,0.9686098694801331,0.4328657388687134,0.7221429944038391
7,0.9994738698005676,0.0010000000474974513,0.0024324217811226845,0.9863687753677368,0.9709640145301819,1.0,0.9998753666877747,0.9706001281738281,0.30316102504730225,0.4953835606575012,0.9770641922950745,0.4268537163734436,0.7182700634002686
